"MP NAME";"WORK";"CATEGORY";"STATE";"CONSTITUENCY";"IDA";"CITY";"WARD";"BLOCK";"VILLAGE";"RECOMMENDED DATE";"ALLOCATION AMOUNT";"IDA APPROVAL";"STATUS";"HOUSE"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Tulapur Rohi";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Tulapur Rohi";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Tulsipur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Golekkhara";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Sagar Raipur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Sagar Raipur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Savara Raghunathpur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Dhamahapur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Sagar Raipur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Nawada Kala";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Sagar Raipur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Duhiya";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Khamariya 1";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI Sudhanshu Trivedi";"WS/MP199/2023-2024/117759 - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRAE LUCKNOW_IDA";"Lucknow";"Lucknow (M Corp.) - Ward No.43";"";"";"2024-03-01";"663000";"Approved by IDA";"Unsanctioned";"Rajya Sabha"
"SHRI Sudhanshu Trivedi";"WS/MP199/2023-2024/117760 - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRAE LUCKNOW_IDA";"Lucknow";"Lucknow (M Corp.) - Ward No.100";"";"";"2024-03-01";"698000";"Approved by IDA";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Kapuripur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Kador";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Haripatti";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Chak Banwari";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Mailauna";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI Sudhanshu Trivedi";"WS/MP199/2023-2024/117758 - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRAE LUCKNOW_IDA";"Lucknow";"Lucknow (M Corp.) - Ward No.43";"";"";"2024-03-01";"1054000";"Approved by IDA";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Gopipur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Khedopur N. Koirauna";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Khedopur N. Koirauna";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Khedopur N. Koirauna";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Khedopur N. Koirauna";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Ghosiyna";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Parshottampur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Chandrapura";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Bejavan";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Newad";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Aurangabad";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Narathua";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Madhopur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Sonal Mansingh (NRS)";"NA - Construction of rooms and halls in school and colleges";"Normal/Others";"Gujarat";"Nominated Rajya Sabha";"DISTRICT PLANNING OFFICER SIWAN_IDA";"";"";"Siwan";"Sarsar";"2024-03-01";"1000000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Bejavan";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Heera Chak";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Jathi";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Heera Chak";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Bhawanipur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Bhawanipur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Rama Devi";"NA - Renovation of ponds and lakes";"Normal/Others";"Bihar";"SHEOHAR";"DISTRICT PLANNING OFFICER SEOHAR_IDA";"";"";"Tariani Chowk";"Pachra Bansi";"2024-03-01";"650000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Prabhubhai Nagarbhai Vasava";"NA - Fitting of Sitting RCC Benches in Public Places";"Normal/Others";"Gujarat";"BARDOLI(ST)";"District collector Tapi_IDA";"Vyara";"Vyara (M) - Ward No.1";"";"";"2024-03-01";"450000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Prabhubhai Nagarbhai Vasava";"NA - Fitting of Sitting RCC Benches in Public Places";"Normal/Others";"Gujarat";"BARDOLI(ST)";"District collector Tapi_IDA";"Songadh";"Songadh (M) - Ward No.1";"";"";"2024-03-01";"450000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Khetalpur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Natawa";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Faudipur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Chagaura";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Bandi Patti";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Kathari";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Kathari";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Kathari";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Kathari";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Kurauna";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Savara Raghunathpur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Udaikaranpur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Ugapur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Ugapur";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Heera Chak";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Chagaura";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Chagaura";"2024-03-01";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Lakshman Patti";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Balibhadrapur";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI Anil Agarwal";"NA - Lighting of public spaces";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRAE MATHURA_IDA";"Mathura-Vrindavan";"Mathura (MB) - Ward No.1";"";"";"2024-02-29";"2000000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Jamunipur Badfaros";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Lakshman Patti";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Saroi";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Uchetha";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Uchetha";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Deeh Koiran";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Deeh Koiran";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Deeh Koiran";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Deeh Koiran";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Deeh Koiran";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Deeh Koiran";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Deeh Koiran";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Saraiya";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Saroi";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Gaharpur";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Saroi";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Saroi";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Sabarpur";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Sabalpur";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Hasnain Masoodi";"NA - Installing tube-wells and borewells";"Normal/Others";"Jammu And Kashmir";"ANANTNAG";"Deputy Commissioner Pulwama_IDA";"";"";"Pulwama";"Bander Pora";"2024-02-29";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"P Raveendranath Kumar";"NA - Construction of community centers and community halls";"Normal/Others";"Tamil Nadu";"THENI";"DISTRICT COLLECTOR MADURAI_IDA";"Usilampatti";"Usilampatti (M) - Ward No.10";"";"";"2024-02-29";"2500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Construction of rooms and halls in school and colleges";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR VIRUDHUNAGAR_IDA";"";"";"Aruppukkottai";"Podampatti";"2024-02-29";"2500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Lighting of public spaces";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR VIRUDHUNAGAR_IDA";"";"";"Aruppukkottai";"Poolangal";"2024-02-29";"1000000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Kani K Navas";"NA - Lighting of public spaces";"Normal/Others";"Tamil Nadu";"RAMANATHAPURAM";"DISTRICT COLLECTOR VIRUDHUNAGAR_IDA";"";"";"Aruppukkottai";"Thummuchinnampatti";"2024-02-29";"1000000";"Action Pending";"Unsanctioned";"Lok Sabha"
"P Raveendranath Kumar";"NA - Purchase of ambulances (Four, three and two wheelers)";"Normal/Others";"Tamil Nadu";"THENI";"DISTRICT COLLECTOR THENI_IDA";"Theni-Allinagaram";"Theni Allinagaram (M) - Ward No.32";"";"";"2024-02-29";"3000000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Dudwa Dharampur";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Darunha";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Dattipur";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Dattipur";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Nathaipur";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
