"MP NAME";"WORK";"CATEGORY";"STATE";"CONSTITUENCY";"IDA";"CITY";"WARD";"BLOCK";"VILLAGE";"RECOMMENDED DATE";"ALLOCATION AMOUNT";"IDA APPROVAL";"STATUS";"HOUSE"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Nathaipur";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Nathaipur";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Nathaipur";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Jorai";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Kansapur";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Kansapur";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Chakaura";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Samhi Bhatani";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Samhi Bhatani";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Payagpur";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Pakri Kala";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Bhuraki Town";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Lakshman Patti";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Vedpur";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Gyanpur";"Poore Bahuriya";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Ajaypur";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Ajaypur";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Lakhanpur Urf Abhyan";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Phatupur Dargah";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Phatupur Dargah";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Deeh Koiran";"2024-02-29";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI Shaktisinh Gohil";"NA - Construction of rooms and halls in school and colleges";"Normal/Others";"Gujarat";"Sitting Rajya Sabha";"DISTRICT COLLECTOR BHAVNAGAR_IDA";"";"";"Talaja";"Trapaj";"2024-02-28";"500000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI Deepak Prakash";"NA - Construction of community centers and community halls";"Normal/Others";"Jharkhand";"Sitting Rajya Sabha";"DEPUTY COMMISSIONER RANCHI_IDA";"Ranchi";"Ranchi (M Corp.) - Ward No.34";"";"";"2024-02-28";"1450000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SH G V L Narasimha Rao";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRAE VARANASI_IDA";"";"";"Sadar";"Susuwahi (Ct)";"2024-02-28";"569000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SH G V L Narasimha Rao";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRAE VARANASI_IDA";"";"";"Sadar";"Pahariya";"2024-02-28";"622000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Dr Amar Patnaik";"NA - Construction of rooms and halls in school and colleges";"Normal/Others";"Odisha";"Sitting Rajya Sabha";"DISTRICT COLLECTOR KHORDHA_IDA";"Bhubaneswar";"Bhubaneswar (M Corp.) -Ward No.56";"";"";"2024-02-28";"5000000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"P Raveendranath Kumar";"NA - Street lights";"Normal/Others";"Tamil Nadu";"THENI";"DISTRICT COLLECTOR THENI_IDA";"Melachokkanathapuram";"Melachokkanathapuram (TP) - Ward No.1";"";"";"2024-02-28";"1000000";"Action Pending";"Unsanctioned";"Lok Sabha"
"SH G V L Narasimha Rao";"NA - Purchase of non-conventional energy system and devices for community use";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRAE VARANASI_IDA";"";"";"Rajatalab";"Chhateri Manapur";"2024-02-28";"119126";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Harirampur";"2024-02-28";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Harirampur";"2024-02-28";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Harirampur";"2024-02-28";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Harirampur";"2024-02-28";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Bhakuda";"2024-02-28";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Bhagwati Daspur";"2024-02-28";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Bhagwati Daspur";"2024-02-28";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Bhagwanpur Kanehari";"2024-02-28";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Paraspur Bejhawniya";"2024-02-28";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Paraspur Bejhawniya";"2024-02-28";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Pajapatipur";"2024-02-28";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Raghopur";"2024-02-28";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Rampur Z.Saroi";"2024-02-28";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SH G V L Narasimha Rao";"NA - Purchase of non-conventional energy system and devices for community use";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRAE VARANASI_IDA";"";"";"Rajatalab";"Deura Chak";"2024-02-28";"119126";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Ramraipur";"2024-02-28";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Ramraipur";"2024-02-28";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Raimalpur";"2024-02-28";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Raimalpur";"2024-02-28";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Hemant Tukaram Godse";"WS/MP669/2023-2024/116796 - Purchase of IT systems, including hardware and software for educational purposes";"Normal/Others";"Maharashtra";"NASHIK";"DISTRICT COLLECTOR NASHIK_IDA";"";"";"Sinnar";"Naigaon";"2024-02-28";"49909";"Approved by IDA";"";"Lok Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Pipris";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Ubhwa Mafi";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Pipris";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Pipris";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Pipris";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Pipris";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Bardaha";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Mathurapur";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Jameen Shor Urf Shekhpur";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Aurai";"Bishapur";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Kom";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Kom";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Kom";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Kom";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Musilahpur Or Musilatpur";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Musilahpur Or Musilatpur";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Musilahpur Or Musilatpur";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Bhikharipur";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Pipris";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Pipris";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Pipris";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Smt Jaya Bachchan";"NA - Installing hand pumps";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE BHADOHI_IDA";"";"";"Bhadohi";"Hariyawan";"2024-02-27";"63275";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Mahesh Jethmalani (Nominated Rajya Sabha)";"NA - Construction of community centers and community halls";"Normal/Others";"Delhi";"Nominated Rajya Sabha";"DISTRICT COLLECTOR BIKANER_IDA";"";"";"Kolayat";"Diyatara";"2024-02-27";"800000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Mahesh Jethmalani (Nominated Rajya Sabha)";"NA - Construction of community centers and community halls";"Normal/Others";"Delhi";"Nominated Rajya Sabha";"DISTRICT COLLECTOR BIKANER_IDA";"";"";"Bajju";"Phulasar Chhota";"2024-02-27";"800000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Mahesh Jethmalani (Nominated Rajya Sabha)";"NA - Construction of community centers and community halls";"Normal/Others";"Delhi";"Nominated Rajya Sabha";"DISTRICT COLLECTOR BIKANER_IDA";"";"";"Khajuwala";"34 Kyd";"2024-02-27";"1000000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Mahesh Jethmalani (Nominated Rajya Sabha)";"NA - Construction of boundary walls of existing public and community buildings";"Normal/Others";"Delhi";"Nominated Rajya Sabha";"DISTRICT COLLECTOR BIKANER_IDA";"";"";"Lunkaransar";"Kakadwala";"2024-02-26";"1000000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Mahesh Jethmalani (Nominated Rajya Sabha)";"NA - Construction of community centers and community halls";"Normal/Others";"Delhi";"Nominated Rajya Sabha";"DISTRICT COLLECTOR BIKANER_IDA";"Bikaner";"Bikaner (M Ci) - Ward No.60";"";"";"2024-02-26";"900000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Mahesh Jethmalani (Nominated Rajya Sabha)";"NA - Construction of additional rooms and halls in the existing public and community building";"Normal/Others";"Delhi";"Nominated Rajya Sabha";"DISTRICT COLLECTOR BIKANER_IDA";"Nokha";"Nokha (M) - Ward No.29";"";"";"2024-02-26";"800000";"Action Pending";"Unsanctioned";"Rajya Sabha"
